match_id,date,home_team,away_team,league,country,venue,kickoff_time,status,competition_stage
13851572,2025-05-11,Chesterfield,Walsall,"League Two, Playoffs",England,,19:00,Not started,28
13810777,2025-05-11,Bahrain SC,Al Khalidiyah,Premier League,Bahrain,,19:00,Not started,19
12499526,2025-05-11,VfB Stuttgart,FC Augsburg,Bundesliga,Germany,,19:15,Not started,33
12448065,2025-05-11,Rubin Kazan,FC Rostov,Premier League,Russia,,19:15,Not started,28
12523257,2025-05-11,FC Viktoria Köln,Hannover 96 II U23,3. Liga,Germany,,19:15,Not started,37
12481978,2025-05-11,Karpaty Lviv,Oleksandria,Premier League,Ukraine,,19:15,Not started,28
13597561,2025-05-11,Hapoel Haifa,Beitar Jerusalem,"Premier League, Championship Round",Israel,,20:00,Not started,34
12765975,2025-05-11,USM Alger,CS Constantine,Ligue 1,Algeria,,20:15,Not started,25
12437547,2025-05-11,Real Betis,Osasuna,LaLiga,Spain,,21:00,Not started,35
13875845,2025-05-11,Paris Saint-Germain,Paris,"Première Ligue, Féminine, Playoffs",France,,21:30,Not started,28
13869050,2025-05-11,Giana Erminio,Monopoli,"Lega Pro, Promotion Playoffs",Italy,,21:30,Not started,5
12501531,2025-05-11,Napoli,Genoa,Serie A,Italy,,22:00,Not started,36
12465964,2025-05-11,CD Tenerife,Racing de Ferrol,LaLiga 2,Spain,,22:00,Not started,39
13378650,2025-05-12,El Nacional,Vinotinto Fútbol Club,"LigaPro Serie A, Primera Etapa",Ecuador,,01:15,Not started,12
12501532,2025-05-12,Venezia,Fiorentina,Serie A,Italy,,16:00,Not started,36
13780782,2025-05-12,Tanjong Pagar United,Hougang United,Premier League,Singapore,,16:00,Not started,31
12632721,2025-05-12,Inhulets Petrove,FC Livyi Bereh Kyiv,Premier League,Ukraine,,16:00,Not started,28
12767400,2025-05-12,CR Belouizdad,MC Alger,Ligue 1,Algeria,,16:30,Postponed,25
13873750,2025-05-12,Deportrio,FC Rules the World,Baller League UK,England,,16:30,Not started,8
13810779,2025-05-12,East Riffa,Al-Ahli Club,Premier League,Bahrain,,16:45,Not started,19
13810774,2025-05-12,Al Najma Manama,A'Ali,Premier League,Bahrain,,17:45,Not started,19
13597564,2025-05-12,Maccabi Netanya,Maccabi Tel Aviv,"Premier League, Championship Round",Israel,,17:45,Not started,34
12448050,2025-05-12,Pari Nizhny Novgorod,Krylya Sovetov Samara,Premier League,Russia,,18:15,Not started,28
12501528,2025-05-12,Atalanta,Roma,Serie A,Italy,,18:30,Not started,36
13851588,2025-05-12,Sheffield United,Bristol City,"Championship, Playoffs",England,,18:30,Not started,28
13873754,2025-05-12,Santan,MVPs United,Baller League UK,England,,19:00,Not started,8
12765972,2025-05-12,MC El Bayadh,JS Kabylie,Ligue 1,Algeria,,19:45,Not started,25
13810778,2025-05-12,Al-Muharraq,Al Riffa,Premier League,Bahrain,,19:45,Not started,19
13873759,2025-05-12,Yanited,M7 Football Club,Baller League UK,England,,20:40,Not started,8
13873757,2025-05-12,26ers,Wembley Rangers,Baller League UK,England,,20:45,Not started,8
12765977,2025-05-12,US Biskra,Paradou AC,Ligue 1,Algeria,,21:00,Not started,25
13873758,2025-05-12,Trebol,VZN,Baller League UK,England,,21:00,Not started,8
13597554,2025-05-12,Hapoel Be'er Sheva,Maccabi Haifa,"Premier League, Championship Round",Israel,,22:00,Not started,34
12465968,2025-05-12,Granada,Eibar,LaLiga 2,Spain,,22:30,Not started,39
13873764,2025-05-12,SDS,N5,Baller League UK,England,,23:15,Not started,8
12246914,2025-05-13,Lion City Sailors,Balestier Khalsa,Premier League,Singapore,,13:15,Not started,35
13573885,2025-05-13,Ceramica Cleopatra,Al Ahly,"Egyptian Premier League, Championship Round",Egypt,,16:00,Not started,23
13575579,2025-05-13,Pharco,Al-Masry,"Egyptian Premier League, Championship Round",Egypt,,16:45,Not started,23
12437485,2025-05-13,Real Valladolid,Girona,LaLiga,Spain,,17:00,Not started,36
13799381,2025-05-13,Mantova,Catanzaro,Serie B,Italy,,18:15,Not started,34
13799385,2025-05-13,Spezia,Cosenza,Serie B,Italy,,18:15,Not started,34
13493618,2025-05-13,Forge,Atlético Ottawa,Canadian Premier League,Canada,,18:15,Not started,7
13799383,2025-05-13,Pisa,Cremonese,Serie B,Italy,,18:30,Not started,34
13573896,2025-05-13,Zamalek SC,Pyramids,"Egyptian Premier League, Championship Round",Egypt,,18:45,Not started,23
12437498,2025-05-13,Real Sociedad,Celta Vigo,LaLiga,Spain,,19:00,Not started,36
13799401,2025-05-13,Cittadella,Salernitana,Serie B,Italy,,19:15,Not started,34
13799391,2025-05-13,Juve Stabia,Sampdoria,Serie B,Italy,,20:15,Not started,34
13799392,2025-05-13,Südtirol,Bari,Serie B,Italy,,20:30,Not started,34
13573892,2025-05-13,Haras El Hedoud,National Bank of Egypt,"Egyptian Premier League, Championship Round",Egypt,,20:30,Not started,23
13799403,2025-05-13,Sassuolo,Frosinone,Serie B,Italy,,20:45,Not started,34
13851587,2025-05-13,Sunderland,Coventry City,"Championship, Playoffs",England,,21:00,Not started,28
13799384,2025-05-13,Palermo,Carrarese,Serie B,Italy,,21:45,Not started,34
13799402,2025-05-13,Brescia,Reggiana,Serie B,Italy,,22:15,Not started,34
13799382,2025-05-13,Modena,Cesena,Serie B,Italy,,22:30,Not started,34
12437495,2025-05-13,Sevilla,Las Palmas,LaLiga,Spain,,23:15,Not started,36
13855702,2025-05-14,ES Métlaoui,US Tataouine,Ligue 1,Tunisia,,15:30,Not started,30
13786408,2025-05-14,Young Lions,Geylang International,Premier League,Singapore,,15:45,Not started,31
13855703,2025-05-14,Avenir Sportif De Gabes,Club Africain,Ligue 1,Tunisia,,15:45,Not started,30
13855701,2025-05-14,US Ben Guerdane,EGS Gafsa,Ligue 1,Tunisia,,15:45,Not started,30
13869169,2025-05-14,Feralpisalò,Crotone,"Lega Pro, Promotion Playoffs",Italy,,17:30,Not started,5
13869167,2025-05-14,Pescara,Catania,"Lega Pro, Promotion Playoffs",Italy,,18:30,Not started,5
13855708,2025-05-14,ES Zarzis,JS Omrane,Ligue 1,Tunisia,,18:30,Not started,30
12437500,2025-05-14,Villarreal,Leganés,LaLiga,Spain,,19:00,Not started,36
12437491,2025-05-14,Real Madrid,Mallorca,LaLiga,Spain,,19:00,Not started,36
12437484,2025-05-14,Deportivo Alavés,Valencia,LaLiga,Spain,,19:15,Not started,36
13869078,2025-05-14,Monopoli,Giana Erminio,"Lega Pro, Promotion Playoffs",Italy,,19:15,Not started,5
13811554,2025-05-14,Bologna,Milan,Coppa Italia,Italy,,20:30,Not started,29
13856033,2025-05-14,Oldham Athletic,FC Halifax Town,"National League, Playoffs",England,,21:15,Not started,27
13851566,2025-05-14,Stockport County,Leyton Orient,"League One, Playoffs",England,,21:45,Not started,28
13869077,2025-05-14,Torres,Atalanta U23,"Lega Pro, Promotion Playoffs",Italy,,21:45,Not started,5
13869166,2025-05-14,Rimini,Vis Pesaro,"Lega Pro, Promotion Playoffs",Italy,,22:15,Not started,5
13855704,2025-05-15,Stade Tunisien,AS Soliman,Ligue 1,Tunisia,,14:30,Not started,30
13855705,2025-05-15,CA Bizertin,Olympique Béja,Ligue 1,Tunisia,,15:00,Not started,30
13573914,2025-05-15,Tala'ea El-Gaish,ENPPI,"Egyptian Premier League, Relegation Round",Egypt,,15:45,Not started,24
12246912,2025-05-15,Albirex Niigata Singapore,Tanjong Pagar United,Premier League,Singapore,,15:45,Not started,35
13855706,2025-05-15,Espérance Tunis,US Monastir,Ligue 1,Tunisia,,16:30,Not started,30
12437502,2025-05-15,Osasuna,Atlético Madrid,LaLiga,Spain,,18:15,Not started,36
13855707,2025-05-15,Etoile Sportive Du Sahel,CS Sfaxien,Ligue 1,Tunisia,,19:15,Not started,30
13837592,2025-05-15,ES Sétif,CS Constantine,Ligue 1,Algeria,,19:30,Not started,21
12437492,2025-05-15,Getafe,Athletic Club,LaLiga,Spain,,20:30,Not started,36
12437504,2025-05-15,Rayo Vallecano,Real Betis,LaLiga,Spain,,20:45,Not started,36
13573916,2025-05-15,Ismaily,Modern Sport,"Egyptian Premier League, Relegation Round",Egypt,,21:15,Not started,24
12437654,2025-05-15,Espanyol,Barcelona,LaLiga,Spain,,22:15,Not started,36
13851567,2025-05-15,Charlton Athletic,Wycombe Wanderers,"League One, Playoffs",England,,22:15,Not started,28
13856034,2025-05-15,Rochdale,Southend United,"National League, Playoffs",England,,22:45,Not started,27
13493584,2025-05-16,Valour,York United,Canadian Premier League,Canada,,00:45,Not started,7
13378658,2025-05-16,Deportivo Cuenca,Técnico Universitario,"LigaPro Serie A, Primera Etapa",Ecuador,,02:00,Not started,13
12481993,2025-05-16,LNZ Cherkasy,Vorskla Poltava,Premier League,Ukraine,,09:30,Not started,29
12523324,2025-05-16,SG Dynamo Dresden,SpVgg Unterhaching,3. Liga,Germany,,11:00,Not started,38
12523270,2025-05-16,SV Wehen Wiesbaden,Alemannia Aachen,3. Liga,Germany,,11:00,Not started,38
12632718,2025-05-16,FC Livyi Bereh Kyiv,Rukh Lviv,Premier League,Ukraine,,11:00,Not started,29
12568388,2025-05-16,FC Teutonia 05 Ottensen,Kickers Emden,Regionalliga North,Germany Amateur,,11:15,Not started,34
12505585,2025-05-16,Chemnitzer,Viktoria Berlin,Regionalliga Northeast,Germany Amateur,,12:15,Not started,34
12481996,2025-05-16,FC Kryvbas Kryvyi Rih,Obolon Kyiv,Premier League,Ukraine,,12:45,Not started,29
12481989,2025-05-16,Kolos Kovalivka,Karpaty Lviv,Premier League,Ukraine,,12:45,Not started,29
12448052,2025-05-16,Orenburg,FK Krasnodar,Premier League,Russia,,13:15,Not started,29
12523227,2025-05-16,Arminia Bielefeld,SV Waldhof Mannheim,3. Liga,Germany,,13:15,Not started,38
12523266,2025-05-16,VfL Osnabrück,SC Verl,3. Liga,Germany,,13:15,Not started,38
12598072,2025-05-16,Cagliari U20,Udinese U20,Primavera 1,Italy,,13:30,Not started,38
12598251,2025-05-16,Sampdoria U20,Sassuolo U20,Primavera 1,Italy,,13:45,Not started,38
12523320,2025-05-16,SV Sandhausen,FC Viktoria Köln,3. Liga,Germany,,14:00,Not started,38
12598071,2025-05-16,Juventus U20,Empoli U20,Primavera 1,Italy,,14:00,Not started,38
12598250,2025-05-16,Milan U20,Genoa U20,Primavera 1,Italy,,14:00,Not started,38
12481987,2025-05-16,Zorya Luhansk,Polissya Zhytomyr,Premier League,Ukraine,,14:00,Not started,29
13837597,2025-05-16,Olympique Akbou,USM Khenchela,Ligue 1,Algeria,,14:30,Not started,26
12523269,2025-05-16,Energie Cottbus,FC Ingolstadt 04,3. Liga,Germany,,14:45,Not started,38
12523323,2025-05-16,TSV 1860 München,Erzgebirge Aue,3. Liga,Germany,,14:45,Not started,38
12523265,2025-05-16,1. FC Saarbrücken,Borussia Dortmund II U23,3. Liga,Germany,,15:00,Not started,38
12568406,2025-05-16,SC Weiche Flensburg 08,Holstein Kiel II U23,Regionalliga North,Germany Amateur,,15:00,Not started,34
12523268,2025-05-16,Hannover 96 II U23,F.C. Hansa Rostock,3. Liga,Germany,,15:30,Not started,38
12598076,2025-05-16,Monza U20,Hellas Verona U20,Primavera 1,Italy,,15:30,Not started,38
12523264,2025-05-16,VfB Stuttgart II U21,Rot-Weiss Essen,3. Liga,Germany,,15:45,Not started,38
13851574,2025-05-16,AFC Wimbledon,Notts County,"League Two, Playoffs",England,,16:00,Not started,28
12598068,2025-05-16,Fiorentina U20,Torino U20,Primavera 1,Italy,,16:00,Not started,38
12598062,2025-05-16,Roma U20,Atalanta U20,Primavera 1,Italy,,16:00,Not started,38
12797988,2025-05-16,Şamaxı FK,Araz Naxçıvan PFK,Premier League,Azerbaijan,,16:15,Not started,35
13810780,2025-05-16,Manama Club,Malkiya Club,Premier League,Bahrain,,16:15,Not started,20
12598064,2025-05-16,Cesena U20,Inter U20,Primavera 1,Italy,,16:30,Not started,38
12797993,2025-05-16,Zirə FK,Sabah FK,Premier League,Azerbaijan,,17:00,Not started,35
12457055,2025-05-16,1. FC Schweinfurt 05,FC Augsburg II,Regionalliga Bavaria,Germany Amateur,,17:00,Not started,34
12598253,2025-05-16,Lecce U20,Lazio U20,Primavera 1,Italy,,17:00,Not started,38
12572108,2025-05-16,Aubagne,Valenciennes,National,France,,17:15,Not started,34
12570256,2025-05-16,Quevilly - Rouen Métropole,Sochaux,National,France,,17:15,Not started,34
13837594,2025-05-16,MC Oran,NC Magra,Ligue 1,Algeria,,17:30,Not started,26
12598063,2025-05-16,Cremonese U20,Bologna U20,Primavera 1,Italy,,17:45,Not started,38
12465922,2025-05-16,Levante UD,Albacete Balompié,LaLiga 2,Spain,,18:00,Not started,40
13810781,2025-05-16,Al Khalidiyah,Al Najma Manama,Premier League,Bahrain,,18:00,Not started,20
12797986,2025-05-16,Sumqayıt FK,Turan Tovuz,Premier League,Azerbaijan,,18:15,Not started,35
13573915,2025-05-16,Smouha,Al-Ittihad Alexandria,"Egyptian Premier League, Relegation Round",Egypt,,18:30,Not started,24
13533740,2025-05-16,Qarabağ,Kəpəz PFK,Premier League,Azerbaijan,,18:30,Not started,35
13810787,2025-05-16,Sitra Club,Bahrain SC,Premier League,Bahrain,,19:00,Not started,20
12570255,2025-05-16,Le Mans,FC Versailles 78,National,France,,19:15,Not started,34
12797987,2025-05-16,Neftçi Baku PFK,Səbail FK,Premier League,Azerbaijan,,19:45,Not started,35
12570245,2025-05-16,Paris 13 Atletico,US Concarneau,National,France,,20:15,Not started,34
12436582,2025-05-16,Chelsea,Man United,Premier League,England,,20:30,Not started,37
13851575,2025-05-16,Walsall,Chesterfield,"League Two, Playoffs",England,,21:00,Not started,28
12570335,2025-05-16,US Boulogne Côte-d'Opale,Châteauroux,National,France,,21:00,Not started,34
12568393,2025-05-16,VfB Lübeck,SV Werder Bremen II U23,Regionalliga North,Germany Amateur,,21:00,Not started,34
12570241,2025-05-16,Bourg-en-Bresse,Dijon,National,France,,21:15,Not started,34
13573917,2025-05-16,Ghazl El Mahalla,El Gouna,"Egyptian Premier League, Relegation Round",Egypt,,21:30,Not started,24
12570243,2025-05-16,Nancy,FC Rouen,National,France,,21:45,Not started,34
12570246,2025-05-16,US Orléans,Nîmes Olympique,National,France,,22:00,Not started,34
12436577,2025-05-16,Aston Villa,Tottenham Hotspur,Premier League,England,,23:00,Not started,37
13493595,2025-05-17,Vancouver,HFX Wanderers,Canadian Premier League,Canada,,02:45,Not started,7
13378657,2025-05-17,Macará,El Nacional,"LigaPro Serie A, Primera Etapa",Ecuador,,04:15,Not started,13
12716841,2025-05-17,Costa Adeje Tenerife,Real Sociedad,Liga F,Spain,,10:30,Not started,30
12505589,2025-05-17,BSG Chemie Leipzig,FC Carl Zeiss Jena,Regionalliga Northeast,Germany Amateur,,10:30,Not started,34
12716840,2025-05-17,Espanyol,Real Betis,Liga F,Spain,,10:45,Not started,30
12716827,2025-05-17,Madrid CFF,Deportivo Abanca,Liga F,Spain,,10:45,Not started,30
12505581,2025-05-17,FC Rot-Weiß Erfurt,1. FC Lokomotive Leipzig,Regionalliga Northeast,Germany Amateur,,10:45,Not started,34
12448056,2025-05-17,Krylya Sovetov Samara,FC Spartak Moscow,Premier League,Russia,,11:15,Not started,29
12448058,2025-05-17,Akhmat Grozny,Dinamo Makhachkala,Premier League,Russia,,11:15,Not started,29
12716829,2025-05-17,Sevilla,SD Eibar,Liga F,Spain,,11:15,Not started,30
12505580,2025-05-17,ZFC Meuselwitz,SV Babelsberg 03,Regionalliga Northeast,Germany Amateur,,11:15,Not started,34
12716819,2025-05-17,Granada,Levante UD,Liga F,Spain,,11:30,Not started,30
12505587,2025-05-17,VFC Plauen,FC Eilenburg,Regionalliga Northeast,Germany Amateur,,11:30,Not started,34
12457052,2025-05-17,SpVgg Bayreuth,SpVgg Ansbach,Regionalliga Bavaria,Germany Amateur,,11:30,Not started,34
12457142,2025-05-17,TSV Schwaben Augsburg,Bayern München II,Regionalliga Bavaria,Germany Amateur,,11:30,Not started,34
12568398,2025-05-17,SV Meppen,1.FC Phönix Lübeck,Regionalliga North,Germany Amateur,,11:45,Not started,34
12527983,2025-05-17,SC Rot-Weiß Oberhausen,1. FC Köln II U23,Regionalliga West,Germany Amateur,,11:45,Not started,34
13545657,2025-05-17,FK Zhenys,FC Kyzylzhar,Premier League,Kazakhstan,,11:45,Not started,9
12457046,2025-05-17,Türkgücü München,SV Viktoria Aschaffenburg,Regionalliga Bavaria,Germany Amateur,,12:00,Not started,34
12436579,2025-05-17,Everton,Southampton,Premier League,England,,12:30,Not started,37
12505596,2025-05-17,Hertha Zehlendorf,Hertha BSC II U23,Regionalliga Northeast,Germany Amateur,,12:45,Not started,34
12528110,2025-05-17,Eintracht Trier,Eintracht Frankfurt II,Regionalliga Southwest,Germany Amateur,,12:45,Not started,34
12499543,2025-05-17,TSG Hoffenheim,FC Bayern München,Bundesliga,Germany,,13:00,Not started,34
12716832,2025-05-17,Barcelona,Athletic Bilbao,Liga F,Spain,,13:00,Not started,30
12505592,2025-05-17,Greifswalder,Hallescher,Regionalliga Northeast,Germany Amateur,,13:00,Not started,34
12527984,2025-05-17,KFC Uerdingen 05,SC Wiedenbrück,Regionalliga West,Germany Amateur,,13:00,Canceled,34
12528109,2025-05-17,Kickers Offenbach,TSV Steinbach Haiger,Regionalliga Southwest,Germany Amateur,,13:00,Not started,34
12499456,2025-05-17,FC St. Pauli,VfL Bochum 1848,Bundesliga,Germany,,13:15,Not started,34
12457056,2025-05-17,SpVgg Greuther Fürth II,DJK Vilzing,Regionalliga Bavaria,Germany Amateur,,13:15,Not started,34
12716836,2025-05-17,Atlético Madrid,FC Levante Badalona,Liga F,Spain,,13:30,Not started,30
12528102,2025-05-17,TSG Hoffenheim II U23,FC Gießen,Regionalliga Southwest,Germany Amateur,,13:30,Not started,34
12457062,2025-05-17,SV Wacker Burghausen,1. FC Nürnberg II,Regionalliga Bavaria,Germany Amateur,,13:30,Not started,34
12457145,2025-05-17,TSV Buchbach,SpVgg Hankofen-Hailing,Regionalliga Bavaria,Germany Amateur,,13:30,Not started,34
12528106,2025-05-17,FSV Frankfurt,1. Göppinger SV,Regionalliga Southwest,Germany Amateur,,13:45,Not started,34
12457047,2025-05-17,Eintracht Bamberg 2010,TSV Aubstadt,Regionalliga Bavaria,Germany Amateur,,13:45,Not started,34
12568408,2025-05-17,SV Drochtersen/Assel,Hamburger SV II U23,Regionalliga North,Germany Amateur,,14:00,Not started,34
12527979,2025-05-17,Fortuna Düsseldorf II U23,SV Rödinghausen,Regionalliga West,Germany Amateur,,14:00,Not started,34
12457059,2025-05-17,FV Illertissen,FC Würzburger Kickers,Regionalliga Bavaria,Germany Amateur,,14:00,Not started,34
12246930,2025-05-17,Brunei DPMM,Tampines Rovers,Premier League,Singapore,,14:00,Not started,35
12568396,2025-05-17,SSV Jeddeloh,SV Todesfelde,Regionalliga North,Germany Amateur,,14:15,Not started,34
12528107,2025-05-17,Stuttgarter Kickers,KSV Hessen Kassel,Regionalliga Southwest,Germany Amateur,,14:15,Not started,34
13545660,2025-05-17,FC Kaysar,FC Turan,Premier League,Kazakhstan,,14:15,Not started,9
12465914,2025-05-17,Eibar,Burgos Club de Fútbol,LaLiga 2,Spain,,14:30,Not started,40
12716835,2025-05-17,Valencia,Real Madrid,Liga F,Spain,,14:30,Not started,30
12528104,2025-05-17,Bahlinger SC,FC 08 Villingen,Regionalliga Southwest,Germany Amateur,,14:30,Not started,34
13545658,2025-05-17,Ulytau,Astana,Premier League,Kazakhstan,,14:30,Not started,9
12499539,2025-05-17,RB Leipzig,VfB Stuttgart,Bundesliga,Germany,,14:45,Not started,34
12505600,2025-05-17,FSV Luckenwalde,VSG Altglienicke,Regionalliga Northeast,Germany Amateur,,14:45,Not started,34
12527985,2025-05-17,Eintracht Hohkeppel,1. FC Düren,Regionalliga West,Germany Amateur,,14:45,Not started,34
12528113,2025-05-17,SC Freiburg II U23,1. FSV Mainz 05 II U23,Regionalliga Southwest,Germany Amateur,,14:45,Not started,34
13545659,2025-05-17,FC Tobol,FC Ordabasy,Premier League,Kazakhstan,,14:45,Not started,9
12528103,2025-05-17,SGV Freiberg,FC-Astoria Walldorf,Regionalliga Southwest,Germany Amateur,,15:00,Not started,34
13545655,2025-05-17,FC Okzhetpes,FK Aktobe,Premier League,Kazakhstan,,15:00,Not started,9
13573880,2025-05-17,Petrojet,Pyramids,"Egyptian Premier League, Championship Round",Egypt,,15:15,Not started,24
